,origin_name,color,residue,turbidity,label
88,IMG_20220503_001404,2,1,1,1
89,IMG_20220503_012625,2,1,1,1
90,IMG_20220503_014225,2,2,1,2
91,IMG_20220503_034722,2,2,1,2
92,IMG_20220503_042000,2,2,1,2
93,IMG_20220503_070132,2,1,1,1
94,IMG_20220503_110039,2,2,1,2
95,IMG_20220503_110039_1,2,2,1,2
96,IMG_20220503_200132,2,2,0,2
97,IMG_20220503_205903,2,1,0,1
98,IMG_20220503_205903_1,2,1,0,1
99,IMG_20220503_235744,2,1,0,1
100,IMG_20220503_235744_1,2,1,0,1
101,IMG_20220503_235748,2,1,0,1
102,IMG_20220503_235748_1,2,1,0,1
103,IMG_20220504_010351,2,2,1,2
104,IMG_20220504_010351_1,2,2,1,2
105,IMG_20220508_161427,2,2,1,2
106,IMG_20220508_200125,2,2,1,2
107,IMG_20220508_203806,2,2,1,2
108,IMG_20220516_190555,2,2,1,2
109,IMG_20220516_194354,2,2,1,2
110,IMG_20220516_202539,2,2,1,2
111,IMG_20220516_202540,2,2,1,2
112,IMG_20220516_205818,2,2,1,2
113,IMG_20220516_232212,2,2,1,2
114,IMG_20220523_200545,2,2,1,2
115,IMG_20220523_200545_1,2,2,1,2
116,IMG_20220523_204940,2,2,1,2
117,IMG_20220523_204940_1,2,2,1,2
118,IMG_20220523_213758,2,2,1,2
119,IMG_20220523_234117,2,2,1,2
120,IMG_20220524_213818,2,2,1,1
121,IMG_20220529_204314,2,2,1,1
122,IMG_20220531_090510,2,2,1,2
123,IMG_20220606_153707,2,2,1,2
124,IMG_20220606_171409,2,2,1,2
125,IMG_20220606_182710,2,2,1,2
126,IMG_20220616_201103,2,2,1,2
127,IMG_20220616_201103_1,2,2,1,2
128,IMG_20220616_214445,2,2,1,2
129,IMG_20220616_214505,2,2,1,2
130,IMG_20220616_220217,2,2,1,2
131,IMG_20220616_220220,2,2,1,2
132,IMG_20220616_230052,2,2,1,2
133,IMG_20220616_233450,2,2,1,2
134,IMG_20220620_155613,2,2,1,2
135,IMG_20220620_172008,2,2,1,2
136,IMG_20220620_172008_1,2,2,1,2
137,IMG_20220622_112106,2,2,1,2
138,IMG_20220627_224347,2,1,1,1
139,IMG_20220627_224354,2,1,1,1
140,IMG_20220629_174023,2,2,1,2
141,IMG_20220629_174023_1,2,2,1,2
142,IMG_20220629_183649,2,1,1,1
143,IMG_20220629_183649_1,2,1,1,1
144,IMG_20220629_190213,2,1,1,1
145,IMG_20220629_190213_1,2,1,1,1
146,IMG_20220629_195532,2,1,1,1
147,IMG_20220629_195532_1,2,1,1,1
148,IMG_20220705_205007,2,2,1,2
149,IMG_20220710_194903,2,1,0,1
150,IMG_20220710_201212,2,2,0,2
151,IMG_20220710_203347,2,2,0,2
152,IMG_20220710_210805,2,2,1,2
153,IMG_20220710_214535,2,2,0,1
154,IMG_20220710_221512,2,2,1,2
155,IMG_20220712_222127,2,2,1,2
156,IMG_20220712_222732,2,1,0,1
157,IMG_20220713_075049,2,2,0,1
158,IMG_20220718_210910,2,1,0,1
159,IMG_20220718_223941,2,1,1,1
160,IMG_20220724_223145,2,1,0,1
161,IMG_20220725_000948,2,2,1,2
162,IMG_20220725_000952,2,2,1,2
163,IMG_20220725_200215,2,2,0,1
164,IMG_20220725_223904,2,2,0,1
165,IMG_20220726_204344,2,1,1,1
166,IMG_20220726_204350,2,1,1,1
167,IMG_20220726_210146,2,1,1,2
168,IMG_20220726_215030,2,1,1,1
169,IMG_20220726_223716,2,1,1,1
170,IMG_20220726_232312,2,1,1,2
171,IMG_20220731_155334,2,2,1,2
172,IMG_20220731_155334_1,2,2,1,2
173,IMG_20220731_172346,2,2,1,1
174,IMG_20220731_173813,2,2,1,2
175,IMG_20220731_173813_1,2,2,1,2
176,IMG_20220804_230428,2,2,1,2
177,IMG_20220807_194831,2,2,1,2
178,IMG_20220807_194831_1,2,2,1,2
179,IMG_20220808_181136,2,2,0,1
180,IMG_20220808_181136_1,2,2,0,1
181,IMG_20220808_185326,2,1,0,1
182,IMG_20220808_202325,2,1,0,1
183,IMG_20220808_212055,2,1,1,2
184,IMG_20220808_212055_1,2,1,1,2
185,IMG_20220809_194812,2,2,0,1
186,IMG_20220809_205118,2,2,0,1
187,IMG_20220813_051914,2,1,1,0
188,IMG_20220818_221353,2,2,0,2
189,IMG_20220818_221353_1,2,2,0,2
190,IMG_20220818_221359,2,2,0,2
191,IMG_20220818_221359_1,2,2,0,1
192,IMG_20220818_231253,2,1,0,1
193,IMG_20220818_231253_1,2,1,0,1
194,IMG_20220818_231258,2,1,0,1
195,IMG_20220818_231258_1,2,1,0,1
196,IMG_20220818_233809,2,2,1,2
197,IMG_20220818_233809_1,2,2,1,2
198,IMG_20220819_112307_1,2,1,1,1
199,IMG_20220821_142738,2,2,1,2
200,IMG_20220821_152801,2,2,1,2
201,IMG_20220821_160608,2,2,1,2
202,IMG_20220821_174541,2,2,1,2
203,IMG_20220821_180508,2,2,1,2
204,IMG_20220822_213458,2,2,1,2
205,IMG_20220822_213506,2,2,1,2
206,IMG_20220831_001201,2,2,1,2
207,IMG_20220831_001207,2,2,1,2
208,IMG_20220904_212114,2,2,1,2
209,IMG_20220904_212121,2,2,1,2
210,IMG_20220904_225053,2,1,0,1
211,IMG_20220904_225053_1,2,1,0,1
212,IMG_20220904_231628,2,2,0,0
213,IMG_20220905_195014,2,2,1,2
214,IMG_20220906_191007,2,2,1,2
215,IMG_20220912_190309,2,1,1,0
216,IMG_20220912_221453,2,2,1,2
217,IMG_20220916_040719,2,2,1,2
218,IMG_20220916_040722,2,2,1,2
219,IMG_20220920_003131,2,2,0,1
220,IMG_20220921_134501,2,1,1,1
221,IMG_20220921_223414,2,2,0,1
222,IMG_20220921_223416,2,2,0,1
223,IMG_20221004_191250,2,2,0,1
224,IMG_20221004_195549,2,2,1,2
225,IMG_20221006_234646,2,2,0,1
226,IMG_20221007_013722,2,1,1,1
227,IMG_20221007_013722_1,2,1,1,1
228,IMG_20221013_221733,2,2,1,2
229,IMG_20221014_032445,2,2,1,2
230,IMG_20221014_032509,2,2,1,2
231,IMG_20221017_190126,2,2,1,2
232,IMG_20221017_190433,2,2,1,2
233,IMG_20221017_192442,2,1,1,1
234,IMG_20221020_213927,2,2,1,0
235,IMG_20221023_180756,2,2,0,1
236,IMG_20221025_003609,2,1,1,1
237,IMG_20221027_193025,2,2,0,1
238,IMG_20221027_203008,2,2,1,1
239,IMG_20221027_204645,2,2,0,1
240,IMG_20221027_232100,2,2,0,2
